Ticker,FiscalYear,PeriodEndDate,AnnouncementDate,ForecastDate,cfo_forecast,forecast_window_start,forecast_window_end,has_valid_cfo_forecast
SALM.OL,2015,2015-12-31,2016-02-19,2016-06-01,2051.75,2016-02-19,2016-06-30,1
SALM.OL,2016,2016-12-31,2017-02-15,2017-06-30,2812.375,2017-02-15,2017-06-30,1
SALM.OL,2017,2017-12-31,2018-02-15,2018-06-20,2885.71111,2018-02-15,2018-06-30,1
SALM.OL,2018,2018-12-31,2019-02-14,2019-06-19,3721.75,2019-02-14,2019-06-30,1
SALM.OL,2019,2019-12-31,2020-02-26,2020-06-29,3118.42857,2020-02-26,2020-06-30,1
SALM.OL,2020,2020-12-31,2021-02-25,2021-05-16,3237.16667,2021-02-25,2021-06-30,1
SALM.OL,2021,2021-12-31,2022-02-18,2022-05-31,4893.83333,2022-02-18,2022-06-30,1
SALM.OL,2022,2022-12-31,2023-02-22,2023-06-07,6557.8,2023-02-22,2023-06-30,1
SALM.OL,2023,2023-12-31,2024-02-15,2024-06-27,6906.5,2024-02-15,2024-06-30,1
SALM.OL,2024,2024-12-31,2025-02-18,2025-06-30,2392.85714,2025-02-18,2025-06-30,1
SALME.OL,2020,2020-12-31,2021-03-02,2021-03-22,-29.0,2021-03-02,2021-06-30,1
SALME.OL,2021,2021-12-31,2022-02-10,2022-05-25,-12.0,2022-02-10,2022-06-30,1
SALME.OL,2022,2022-12-31,2023-02-08,2023-05-24,5.76667,2023-02-08,2023-06-30,1
SALME.OL,2023,2023-12-31,2024-02-13,2024-06-05,64.96667,2024-02-13,2024-06-30,1
SALME.OL,2024,2024-12-31,2025-02-11,2025-05-15,-32.66667,2025-02-11,2025-06-30,1
SAND.ST,2013,2013-12-31,2014-02-03,2014-06-30,10304.6114393463,2014-02-03,2014-06-30,1
SAND.ST,2014,2014-12-31,2015-01-29,2015-06-29,11135.6180112137,2015-01-29,2015-06-30,1
SAND.ST,2015,2015-12-31,2016-02-03,2016-06-28,11441.7063857274,2016-02-03,2016-06-30,1
SAND.ST,2016,2016-12-31,2017-02-01,2017-06-30,12953.7197000261,2017-02-01,2017-06-30,1
SAND.ST,2017,2017-12-31,2018-02-05,2018-06-28,13742.7262653167,2018-02-05,2018-06-30,1
SAND.ST,2018,2018-12-31,2019-01-21,2019-06-25,16539.2880057304,2019-01-21,2019-06-30,1
SAND.ST,2019,2019-12-31,2020-01-21,2020-06-29,17196.0618138937,2020-01-21,2020-06-30,1
SAND.ST,2020,2020-12-31,2021-01-21,2021-06-30,16687.2938425201,2021-01-21,2021-06-30,1
SAND.ST,2021,2021-12-31,2022-01-20,2022-06-30,17153.6544882032,2022-01-20,2022-06-30,1
SAND.ST,2022,2022-12-31,2023-01-20,2023-06-29,20707.045776121,2023-01-20,2023-06-30,1
SAND.ST,2023,2023-12-31,2024-01-25,2024-06-28,23095.4959717666,2024-01-25,2024-06-30,1
SAND.ST,2024,2024-12-31,2025-01-23,2025-06-27,24643.2700731161,2025-01-23,2025-06-30,1
SANOMA.HE,2013,2013-12-31,2014-02-07,2014-06-18,2947.64554727011,2014-02-07,2014-06-30,1
SANOMA.HE,2014,2014-12-31,2015-02-05,2015-05-29,3003.6267625125,2015-02-05,2015-06-30,1
SANOMA.HE,2015,2015-12-31,2016-02-09,2016-06-09,2917.407032788,2016-02-09,2016-06-30,1
SANOMA.HE,2016,2016-12-31,2017-02-07,2017-06-21,1269.04754263382,2017-02-07,2017-06-30,1
SANOMA.HE,2017,2017-12-31,2018-02-08,2018-06-08,2105.5548705157,2018-02-08,2018-06-30,1
SANOMA.HE,2018,2018-12-31,2019-02-06,2019-06-24,2426.91404930256,2019-02-06,2019-06-30,1
SANOMA.HE,2019,2019-12-31,2020-02-07,2020-05-29,3419.08828213438,2020-02-07,2020-06-30,1
SANOMA.HE,2020,2020-12-31,2021-02-10,2021-05-03,2746.05304419143,2021-02-10,2021-06-30,1
SANOMA.HE,2021,2021-12-31,2022-02-11,2022-06-28,2860.54720718275,2022-02-11,2022-06-30,1
SANOMA.HE,2022,2022-12-31,2023-02-10,2023-06-21,2947.63976833,2023-02-10,2023-06-30,1
SANOMA.HE,2023,2023-12-31,2024-02-07,2024-05-10,2284.69313690649,2024-02-07,2024-06-30,1
SANOMA.HE,2024,2024-12-31,2025-02-11,2025-05-22,2618.10252447773,2025-02-11,2025-06-30,1
SBBb.ST,2017,2017-12-31,2018-02-27,2018-05-09,412.553302643318,2018-02-27,2018-06-30,1
SBBb.ST,2018,2018-12-31,2019-02-20,2019-06-12,408.082417038476,2019-02-20,2019-06-30,1
SBBb.ST,2019,2019-12-31,2020-02-19,2020-06-25,732.761113079326,2020-02-19,2020-06-30,1
SBBb.ST,2020,2020-12-31,2021-02-23,2021-06-11,2664.95972788357,2021-02-23,2021-06-30,1
SBBb.ST,2021,2021-12-31,2022-02-23,2022-06-13,3752.86992985038,2022-02-23,2022-06-30,1
SBBb.ST,2022,2022-12-31,2023-02-23,2023-06-30,2330.03979751457,2023-02-23,2023-06-30,1
SBBb.ST,2023,2023-12-31,2024-02-27,2024-06-13,1095.44693641177,2024-02-27,2024-06-30,1
SBBb.ST,2024,2024-12-31,2025-02-19,2025-05-28,928.517886061008,2025-02-19,2025-06-30,1
SCANA.OL,2023,2023-12-31,2024-02-23,2024-05-13,160.0,2024-02-23,2024-06-30,1
SCANA.OL,2024,2024-12-31,2025-02-27,2025-06-23,71.0,2025-02-27,2025-06-30,1
SCANFL.HE,2015,2015-12-31,2016-02-25,2016-05-02,230.980077935853,2016-02-25,2016-06-30,1
SCANFL.HE,2016,2016-12-31,2017-02-24,2017-04-28,45.8134117775236,2017-02-24,2017-06-30,1
SCANFL.HE,2017,2017-12-31,2018-02-16,2018-05-15,326.803423254933,2018-02-16,2018-06-30,1
SCANFL.HE,2018,2018-12-31,2019-02-15,2019-05-27,356.340598401218,2019-02-15,2019-06-30,1
SCANFL.HE,2019,2019-12-31,2020-02-19,2020-04-27,524.215098589109,2020-02-19,2020-06-30,1
SCANFL.HE,2020,2020-12-31,2021-02-18,2021-06-18,383.992534778277,2021-02-18,2021-06-30,1
SCANFL.HE,2021,2021-12-31,2022-02-22,2022-04-25,538.329766157537,2022-02-22,2022-06-30,1
SCANFL.HE,2022,2022-12-31,2023-02-21,2023-06-08,985.969594433783,2023-02-21,2023-06-30,1
SCANFL.HE,2023,2023-12-31,2024-02-23,2024-06-11,1013.6307842653,2024-02-23,2024-06-30,1
SCANFL.HE,2024,2024-12-31,2025-02-21,2025-04-25,665.850887266611,2025-02-21,2025-06-30,1
SCATC.OL,2014,2014-12-31,2015-02-11,2015-05-07,594.0,2015-02-11,2015-06-30,1
SCATC.OL,2015,2015-12-31,2016-01-29,2016-04-25,1329.0,2016-01-29,2016-06-30,1
SCATC.OL,2016,2016-12-31,2017-01-27,2017-05-08,704.0,2017-01-27,2017-06-30,1
SCATC.OL,2017,2017-12-31,2018-01-26,2018-05-31,879.56,2018-01-26,2018-06-30,1
SCATC.OL,2018,2018-12-31,2019-01-25,2019-06-26,1039.65,2019-01-25,2019-06-30,1
SCATC.OL,2019,2019-12-31,2020-01-24,2020-06-18,1654.4,2020-01-24,2020-06-30,1
SCATC.OL,2020,2020-12-31,2021-02-02,2021-06-29,2986.33333,2021-02-02,2021-06-30,1
SCATC.OL,2021,2021-12-31,2022-02-03,2022-06-15,1528.25,2022-02-03,2022-06-30,1
SCATC.OL,2022,2022-12-31,2023-02-03,2023-06-30,1067.0,2023-02-03,2023-06-30,1
SCATC.OL,2023,2023-12-31,2024-01-26,2024-06-27,2651.52,2024-01-26,2024-06-30,1
SCATC.OL,2024,2024-12-31,2025-01-31,2025-06-24,2308.1,2025-01-31,2025-06-30,1
SCAb.ST,2013,2013-12-31,2014-01-29,2014-06-27,10450.3098044698,2014-01-29,2014-06-30,1
SCAb.ST,2014,2014-12-31,2015-01-30,2015-06-30,13119.5892115035,2015-01-30,2015-06-30,1
SCAb.ST,2015,2015-12-31,2016-01-28,2016-06-23,15021.8627626858,2016-01-28,2016-06-30,1
SCAb.ST,2016,2016-12-31,2017-01-26,2017-06-22,9002.76636336618,2017-01-26,2017-06-30,1
SCAb.ST,2017,2017-12-31,2018-01-30,2018-06-19,3368.1389188703,2018-01-30,2018-06-30,1
SCAb.ST,2018,2018-12-31,2019-01-30,2019-06-28,4474.89963044766,2019-01-30,2019-06-30,1
SCAb.ST,2019,2019-12-31,2020-01-30,2020-06-25,3603.6666881381,2020-01-30,2020-06-30,1
SCAb.ST,2020,2020-12-31,2021-01-29,2021-06-18,4613.55372770062,2021-01-29,2021-06-30,1
SCAb.ST,2021,2021-12-31,2022-01-28,2022-06-29,7208.84562220201,2022-01-28,2022-06-30,1
SCAb.ST,2022,2022-12-31,2023-01-27,2023-06-21,5977.73578547408,2023-01-27,2023-06-30,1
SCAb.ST,2023,2023-12-31,2024-01-26,2024-06-18,4549.37224394358,2024-01-26,2024-06-30,1
SCAb.ST,2024,2024-12-31,2025-01-31,2025-06-27,4765.68099932378,2025-01-31,2025-06-30,1
SCHO.CO,2013,2013-12-31,2014-03-05,2014-05-07,862.867568936781,2014-03-05,2014-06-30,1
SCHO.CO,2014,2014-12-31,2015-03-06,2015-05-11,940.426114706806,2015-03-06,2015-06-30,1
SCHO.CO,2015,2015-12-31,2016-03-04,2016-05-25,928.623295684651,2016-03-04,2016-06-30,1
SCHO.CO,2016,2016-12-31,2017-03-10,2017-06-08,1329.38768196143,2017-03-10,2017-06-30,1
SCHO.CO,2017,2017-12-31,2018-03-09,2018-06-18,1947.91409372416,2018-03-09,2018-06-30,1
SCHO.CO,2018,2018-12-31,2019-03-08,2019-05-10,1731.98430620138,2019-03-08,2019-06-30,1
SCHO.CO,2019,2019-12-31,2020-03-06,2020-05-19,2165.99912081471,2020-03-06,2020-06-30,1
SCHO.CO,2020,2020-12-31,2021-03-05,2021-05-10,1727.54699021207,2021-03-05,2021-06-30,1
SCHO.CO,2021,2021-12-31,2022-03-04,2022-06-14,1269.09342313455,2022-03-04,2022-06-30,1
SCHO.CO,2022,2022-12-31,2023-03-03,2023-05-08,2108.5878962536,2023-03-03,2023-06-30,1
SCHO.CO,2023,2023-12-31,2024-03-01,2024-05-08,4205.17798356875,2024-03-01,2024-06-30,1
SCHO.CO,2024,2024-12-31,2025-03-06,2025-05-05,3846.49557226906,2025-03-06,2025-06-30,1
SCST.ST,2014,2014-12-31,2015-02-25,2015-06-01,344.097384653056,2015-02-25,2015-06-30,1
SCST.ST,2015,2015-12-31,2016-02-26,2016-05-11,352.605685462566,2016-02-26,2016-06-30,1
SCST.ST,2016,2016-12-31,2017-02-28,2017-06-27,355.360396511074,2017-02-28,2017-06-30,1
SCST.ST,2017,2017-12-31,2018-02-20,2018-05-03,485.287328930347,2018-02-20,2018-06-30,1
SCST.ST,2018,2018-12-31,2019-02-20,2019-05-10,438.718633275415,2019-02-20,2019-06-30,1
SCST.ST,2019,2019-12-31,2020-02-07,2020-05-13,709.869853795803,2020-02-07,2020-06-30,1
SCST.ST,2020,2020-12-31,2021-02-11,2021-05-10,549.646744085609,2021-02-11,2021-06-30,1
SCST.ST,2021,2021-12-31,2022-02-11,2022-05-05,217.804840754079,2022-02-11,2022-06-30,1
SCST.ST,2022,2022-12-31,2023-02-09,2023-05-04,562.70622663061,2023-02-09,2023-06-30,1
SCST.ST,2023,2023-12-31,2024-02-09,2024-06-26,701.047720738443,2024-02-09,2024-06-30,1
SCST.ST,2024,2024-12-31,2025-02-06,2025-04-30,852.225965391904,2025-02-06,2025-06-30,1
SDIPb.ST,2017,2017-12-31,2018-02-15,2018-05-09,115.044848150574,2018-02-15,2018-06-30,1
SDIPb.ST,2018,2018-12-31,2019-02-12,2019-05-13,165.612180085933,2019-02-12,2019-06-30,1
SDIPb.ST,2019,2019-12-31,2020-02-11,2020-05-04,256.323341318824,2020-02-11,2020-06-30,1
SDIPb.ST,2020,2020-12-31,2021-02-11,2021-05-04,416.734305286988,2021-02-11,2021-06-30,1
SDIPb.ST,2021,2021-12-31,2022-02-10,2022-06-02,494.430979099129,2022-02-10,2022-06-30,1
SDIPb.ST,2022,2022-12-31,2023-02-10,2023-05-26,690.734058884604,2023-02-10,2023-06-30,1
SDIPb.ST,2023,2023-12-31,2024-02-09,2024-06-10,836.30219508705,2024-02-09,2024-06-30,1
SDIPb.ST,2024,2024-12-31,2025-02-11,2025-06-24,953.18000021006,2025-02-11,2025-06-30,1
SECTb.ST,2014,2014-04-30,2014-05-27,2014-06-10,139.25708139118,2014-05-27,2014-06-30,1
SECTb.ST,2015,2015-04-30,2015-06-03,2015-06-04,171.603844526386,2015-06-03,2015-06-30,1
SECTb.ST,2016,2016-04-30,2016-05-31,2016-06-13,198.613062641913,2016-05-31,2016-06-30,1
SECTb.ST,2017,2017-04-30,2017-05-30,2017-05-31,247.255285318306,2017-05-30,2017-06-30,1
SECTb.ST,2018,2018-04-30,2018-05-29,2018-06-12,240.2949078413,2018-05-29,2018-06-30,1
SECTb.ST,2019,2019-04-30,2019-05-28,2019-06-26,286.165926981762,2019-05-28,2019-06-30,1
SECTb.ST,2020,2020-04-30,2020-06-03,2020-06-08,310.775958540216,2020-06-03,2020-06-30,1
SECTb.ST,2021,2021-04-30,2021-06-02,2021-06-03,366.993266761084,2021-06-02,2021-06-30,1
SECTb.ST,2022,2022-04-30,2022-06-03,2022-06-07,390.77726524225,2022-06-03,2022-06-30,1
SECTb.ST,2023,2023-04-30,2023-06-02,2023-06-07,526.099203651995,2023-06-02,2023-06-30,1
SECTb.ST,2024,2024-04-30,2024-06-05,2024-06-10,618.336160267112,2024-06-05,2024-06-30,1
SECUb.ST,2013,2013-12-31,2014-02-10,2014-06-09,2984.89852141096,2014-02-10,2014-06-30,1
SECUb.ST,2014,2014-12-31,2015-02-05,2015-05-11,3184.83632100576,2015-02-05,2015-06-30,1
SECUb.ST,2015,2015-12-31,2016-02-09,2016-06-27,4106.59089517175,2016-02-09,2016-06-30,1
SECUb.ST,2016,2016-12-31,2017-02-07,2017-06-30,4413.33556968935,2017-02-07,2017-06-30,1
SECUb.ST,2017,2017-12-31,2018-01-31,2018-06-28,4126.38406598847,2018-01-31,2018-06-30,1
SECUb.ST,2018,2018-12-31,2019-02-07,2019-06-26,4741.15947309599,2019-02-07,2019-06-30,1
SECUb.ST,2019,2019-12-31,2020-02-06,2020-06-24,5456.09219774694,2020-02-06,2020-06-30,1
SECUb.ST,2020,2020-12-31,2021-02-04,2021-06-24,5115.1412032944,2021-02-04,2021-06-30,1
SECUb.ST,2021,2021-12-31,2022-02-08,2022-06-22,6174.14315531384,2022-02-08,2022-06-30,1
SECUb.ST,2022,2022-12-31,2023-02-07,2023-06-26,8965.47447690946,2023-02-07,2023-06-30,1
SECUb.ST,2023,2023-12-31,2024-02-07,2024-06-11,9880.25519237561,2024-02-07,2024-06-30,1
SECUb.ST,2024,2024-12-31,2025-02-06,2025-06-30,10729.2769662976,2025-02-06,2025-06-30,1
SEDANA.ST,2021,2021-12-31,2022-02-17,2022-05-02,-37.1614426229508,2022-02-17,2022-06-30,1
SEDANA.ST,2022,2022-12-31,2023-02-16,2023-04-28,-30.0747865957758,2023-02-16,2023-06-30,1
SEDANA.ST,2023,2023-12-31,2024-02-15,2024-04-26,-43.4633943122928,2024-02-15,2024-06-30,1
SEDANA.ST,2024,2024-12-31,2025-02-13,2025-02-17,-9.34191063030042,2025-02-13,2025-06-30,1
SFAST.ST,2022,2022-12-31,2023-02-21,2023-05-22,337.603303428479,2023-02-21,2023-06-30,1
SFAST.ST,2023,2023-12-31,2024-02-21,2024-02-22,316.188952541584,2024-02-21,2024-06-30,1
SFAST.ST,2024,2024-12-31,2025-02-20,2025-05-16,309.540251140382,2025-02-20,2025-06-30,1
SFRG.ST,2016,2016-12-31,2017-02-23,2017-06-01,56.4386413356361,2017-02-23,2017-06-30,1
SFRG.ST,2017,2017-12-31,2018-02-22,2018-06-14,161.021326011098,2018-02-22,2018-06-30,1
SFRG.ST,2018,2018-12-31,2019-02-22,2019-05-16,456.692605325309,2019-02-22,2019-06-30,1
SFRG.ST,2019,2019-12-31,2020-02-19,2020-06-23,1580.58970149816,2020-02-19,2020-06-30,1
SFRG.ST,2020,2020-12-31,2021-02-17,2021-05-25,1815.46246987879,2021-02-17,2021-06-30,1
SFRG.ST,2021,2021-12-31,2022-02-16,2022-06-23,1996.38961870524,2022-02-16,2022-06-30,1
SFRG.ST,2022,2022-12-31,2023-02-15,2023-06-22,2044.25920477284,2023-02-15,2023-06-30,1
SFRG.ST,2023,2023-12-31,2024-02-07,2024-06-09,1884.88712964193,2024-02-07,2024-06-30,1
SFRG.ST,2024,2024-12-31,2025-02-05,2025-06-27,1886.87337529722,2025-02-05,2025-06-30,1
SGG.ST,2013,2013-12-31,2014-01-23,2014-04-28,29.3292208089661,2014-01-23,2014-06-30,1
SGG.ST,2014,2014-12-31,2015-02-01,2015-06-24,70.4908605413278,2015-02-01,2015-06-30,1
SGG.ST,2015,2015-12-31,2016-02-25,2016-05-20,54.0915936868444,2016-02-25,2016-06-30,1
SGG.ST,2016,2016-12-31,2017-02-23,2017-05-18,0.0,2017-02-23,2017-06-30,1
SGG.ST,2017,2017-12-31,2018-02-22,2018-05-18,25.9522650671237,2018-02-22,2018-06-30,1
SGG.ST,2018,2018-12-31,2019-02-21,2019-05-03,62.4707935842332,2019-02-21,2019-06-30,1
SGG.ST,2019,2019-12-31,2020-02-20,2020-05-04,69.0503694981322,2020-02-20,2020-06-30,1
SGG.ST,2020,2020-12-31,2021-02-25,2021-05-04,103.667694430033,2021-02-25,2021-06-30,1
SGG.ST,2021,2021-12-31,2022-02-23,2022-05-05,92.6625857594109,2022-02-23,2022-06-30,1
SGG.ST,2022,2022-12-31,2023-03-10,2023-05-02,7.34627149751886,2023-03-10,2023-06-30,1
SGG.ST,2023,2023-12-31,2024-02-22,2024-06-16,54.8266145932559,2024-02-22,2024-06-30,1
SGG.ST,2024,2024-12-31,2025-02-28,2025-04-25,76.5615821664752,2025-02-28,2025-06-30,1
SHOTE.ST,2015,2015-12-31,2016-02-23,2016-05-12,1272.90479275403,2016-02-23,2016-06-30,1
SHOTE.ST,2016,2016-12-31,2017-02-23,2017-06-29,1504.32755726815,2017-02-23,2017-06-30,1
SHOTE.ST,2017,2017-12-31,2018-02-20,2018-04-27,1661.32909601257,2018-02-20,2018-06-30,1
SHOTE.ST,2018,2018-12-31,2019-02-19,2019-05-14,2310.52005625648,2019-02-19,2019-06-30,1
SHOTE.ST,2019,2019-12-31,2020-02-18,2020-06-25,610.271357337757,2020-02-18,2020-06-30,1
SHOTE.ST,2020,2020-12-31,2021-02-17,2021-04-30,1286.50421272676,2021-02-17,2021-06-30,1
SHOTE.ST,2021,2021-12-31,2022-02-10,2022-06-28,2813.91509855492,2022-02-10,2022-06-30,1
SHOTE.ST,2022,2022-12-31,2023-02-16,2023-06-22,3787.83246516515,2023-02-16,2023-06-30,1
SHOTE.ST,2023,2023-12-31,2024-02-14,2024-04-25,4755.11795685279,2024-02-14,2024-06-30,1
SHOTE.ST,2024,2024-12-31,2025-02-19,2025-06-17,4623.08980951782,2025-02-19,2025-06-30,1
SINCH.ST,2017,2017-12-31,2018-02-16,2018-06-20,199.183812706065,2018-02-16,2018-06-30,1
SINCH.ST,2018,2018-12-31,2019-02-22,2019-05-21,234.878508781024,2019-02-22,2019-06-30,1
SINCH.ST,2019,2019-12-31,2020-02-20,2020-06-30,723.797323689746,2020-02-20,2020-06-30,1
SINCH.ST,2020,2020-12-31,2021-02-18,2021-06-29,765.05620485207,2021-02-18,2021-06-30,1
SINCH.ST,2021,2021-12-31,2022-02-17,2022-06-29,2283.44893214422,2022-02-17,2022-06-30,1
SINCH.ST,2022,2022-12-31,2023-02-16,2023-06-30,2225.20905548339,2023-02-16,2023-06-30,1
SINCH.ST,2023,2023-12-31,2024-02-15,2024-06-28,2244.30721116441,2024-02-15,2024-06-30,1
SINCH.ST,2024,2024-12-31,2025-02-13,2025-05-21,2287.60724443701,2025-02-13,2025-06-30,1
SITOWS.HE,2020,2020-12-31,2021-02-25,2021-05-20,236.041806756079,2021-02-25,2021-06-30,1
SITOWS.HE,2021,2021-12-31,2022-03-02,2022-05-19,262.390243902439,2022-03-02,2022-06-30,1
SITOWS.HE,2022,2022-12-31,2023-02-28,2023-05-11,290.223257844475,2023-02-28,2023-06-30,1
SITOWS.HE,2023,2023-12-31,2024-02-27,2024-03-01,202.150640469895,2024-02-27,2024-06-30,1
SITOWS.HE,2024,2024-12-31,2025-02-12,2025-05-14,89.1196294682265,2025-02-12,2025-06-30,1
SIVEH.ST,2018,2018-12-31,2019-02-15,2019-05-27,-23.6245197928846,2019-02-15,2019-06-30,1
SIVEH.ST,2019,2019-12-31,2020-02-14,2020-03-30,-61.138848079633,2020-02-14,2020-06-30,1
SIVEH.ST,2020,2020-12-31,2021-02-12,2021-06-17,-30.3180782087231,2021-02-12,2021-06-30,1
SIVEH.ST,2021,2021-12-31,2022-02-15,2022-06-06,-75.5655929467533,2022-02-15,2022-06-30,1
SIVEH.ST,2022,2022-12-31,2023-02-02,2023-05-08,-13.6649171515492,2023-02-02,2023-06-30,1
SIVEH.ST,2023,2023-12-31,2024-02-08,2024-05-06,66.9211746522411,2024-02-08,2024-06-30,1
SIVEH.ST,2024,2024-12-31,2025-02-20,2025-06-24,-48.8331180220773,2025-02-20,2025-06-30,1
SKAb.ST,2013,2013-12-31,2014-02-07,2014-06-27,3946.98604749647,2014-02-07,2014-06-30,1
SKAb.ST,2014,2014-12-31,2015-02-12,2015-06-08,5497.65301209721,2015-02-12,2015-06-30,1
SKAb.ST,2015,2015-12-31,2016-02-04,2016-05-13,5406.44623754468,2016-02-04,2016-06-30,1
SKAb.ST,2016,2016-12-31,2017-02-03,2017-05-19,9549.41055845688,2017-02-03,2017-06-30,1
SKAb.ST,2017,2017-12-31,2018-02-01,2018-06-21,5208.45116299996,2018-02-01,2018-06-30,1
SKAb.ST,2018,2018-12-31,2019-02-08,2019-06-28,4693.84653127189,2019-02-08,2019-06-30,1
SKAb.ST,2019,2019-12-31,2020-02-07,2020-06-03,5832.26809416074,2020-02-07,2020-06-30,1
SKAb.ST,2020,2020-12-31,2021-02-05,2021-06-29,8746.48869566237,2021-02-05,2021-06-30,1
SKAb.ST,2021,2021-12-31,2022-02-03,2022-05-05,9891.01456652516,2022-02-03,2022-06-30,1
SKAb.ST,2022,2022-12-31,2023-02-03,2023-05-30,1812.91326240085,2023-02-03,2023-06-30,1
SKAb.ST,2023,2023-12-31,2024-02-09,2024-06-18,5972.33043544925,2024-02-09,2024-06-30,1
SKAb.ST,2024,2024-12-31,2025-02-07,2025-06-30,7336.26306256686,2025-02-07,2025-06-30,1
SKFb.ST,2013,2013-12-31,2014-01-28,2014-06-30,4827.37090139894,2014-01-28,2014-06-30,1
SKFb.ST,2014,2014-12-31,2015-01-28,2015-06-24,6933.46675415706,2015-01-28,2015-06-30,1
SKFb.ST,2015,2015-12-31,2016-02-02,2016-06-28,7750.70514709551,2016-02-02,2016-06-30,1
SKFb.ST,2016,2016-12-31,2017-02-02,2017-06-28,6687.58144632742,2017-02-02,2017-06-30,1
SKFb.ST,2017,2017-12-31,2018-02-01,2018-06-29,6753.76920583468,2018-02-01,2018-06-30,1
SKFb.ST,2018,2018-12-31,2019-01-29,2019-06-28,7827.319891904,2019-01-29,2019-06-30,1
SKFb.ST,2019,2019-12-31,2020-02-04,2020-06-25,9585.26983239911,2020-02-04,2020-06-30,1
SKFb.ST,2020,2020-12-31,2021-02-02,2021-06-14,8337.06801979841,2021-02-02,2021-06-30,1
SKFb.ST,2021,2021-12-31,2022-02-03,2022-06-30,8366.68807173179,2022-02-03,2022-06-30,1
SKFb.ST,2022,2022-12-31,2023-02-02,2023-06-23,10580.873697766,2023-02-02,2023-06-30,1
SKFb.ST,2023,2023-12-31,2024-01-31,2024-06-24,14661.5763287966,2024-01-31,2024-06-30,1
SKFb.ST,2024,2024-12-31,2025-01-31,2025-06-24,14074.7055442596,2025-01-31,2025-06-30,1
SLEEP.ST,2021,2021-12-31,2022-02-15,2022-05-20,54.8488089842373,2022-02-15,2022-06-30,1
SLEEP.ST,2022,2022-12-31,2023-01-16,2023-05-02,57.7207046233625,2023-01-16,2023-06-30,1
SLEEP.ST,2023,2023-12-31,2024-02-08,2024-05-07,76.3840613789987,2024-02-08,2024-06-30,1
SLEEP.ST,2024,2024-12-31,2025-02-04,2025-06-25,74.7319163093302,2025-02-04,2025-06-30,1
SLPb.ST,2022,2022-12-31,2023-02-16,2023-06-30,173.734668548154,2023-02-16,2023-06-30,1
SLPb.ST,2023,2023-12-31,2024-02-15,2024-06-27,244.355167793855,2024-02-15,2024-06-30,1
SLPb.ST,2024,2024-12-31,2025-02-04,2025-06-23,391.190692049459,2025-02-04,2025-06-30,1
SMCRT.OL,2021,2021-12-31,2022-02-23,2022-05-30,137.6,2022-02-23,2022-06-30,1
SMCRT.OL,2022,2022-12-31,2023-02-15,2023-05-10,156.45,2023-02-15,2023-06-30,1
SMCRT.OL,2023,2023-12-31,2024-02-14,2024-06-26,199.84,2024-02-14,2024-06-30,1
SMCRT.OL,2024,2024-12-31,2025-02-13,2025-05-09,202.25,2025-02-13,2025-06-30,1
SOBIV.ST,2013,2013-12-31,2014-02-20,2014-06-26,-28.0767806876893,2014-02-20,2014-06-30,1
SOBIV.ST,2014,2014-12-31,2015-02-19,2015-06-26,456.122744164347,2015-02-19,2015-06-30,1
SOBIV.ST,2015,2015-12-31,2016-02-26,2016-06-28,189.563677096566,2016-02-26,2016-06-30,1
SOBIV.ST,2016,2016-12-31,2017-02-16,2017-06-07,1091.32854199993,2017-02-16,2017-06-30,1
SOBIV.ST,2017,2017-12-31,2018-02-22,2018-06-29,1831.43808193148,2018-02-22,2018-06-30,1
SOBIV.ST,2018,2018-12-31,2019-02-20,2019-06-27,1662.963419688,2019-02-20,2019-06-30,1
SOBIV.ST,2019,2019-12-31,2020-02-13,2020-06-19,5316.71950820192,2020-02-13,2020-06-30,1
SOBIV.ST,2020,2020-12-31,2021-02-18,2021-06-29,4526.03797764931,2021-02-18,2021-06-30,1
SOBIV.ST,2021,2021-12-31,2022-02-10,2022-06-17,4058.01870724227,2022-02-10,2022-06-30,1
SOBIV.ST,2022,2022-12-31,2023-02-08,2023-06-19,5219.85249650023,2023-02-08,2023-06-30,1
SOBIV.ST,2023,2023-12-31,2024-02-08,2024-06-28,6090.20361715659,2024-02-08,2024-06-30,1
SOBIV.ST,2024,2024-12-31,2025-02-05,2025-06-19,8225.21969976413,2025-02-05,2025-06-30,1
SOLARb.CO,2013,2013-12-31,2014-03-05,2014-05-20,319.96459934773,2014-03-05,2014-06-30,1
SOLARb.CO,2014,2014-12-31,2015-02-25,2015-05-08,246.619372502779,2015-02-25,2015-06-30,1
SOLARb.CO,2015,2015-12-31,2016-02-24,2016-06-02,237.784686719839,2016-02-24,2016-06-30,1
SOLARb.CO,2016,2016-12-31,2017-02-10,2017-05-04,365.186640471513,2017-02-10,2017-06-30,1
SOLARb.CO,2017,2017-12-31,2018-02-09,2018-05-08,412.319415016489,2018-02-09,2018-06-30,1
SOLARb.CO,2018,2018-12-31,2019-02-07,2019-05-16,441.840859942536,2019-02-07,2019-06-30,1
SOLARb.CO,2019,2019-12-31,2020-02-06,2020-05-29,859.277385369634,2020-02-06,2020-06-30,1
SOLARb.CO,2020,2020-12-31,2021-02-11,2021-05-18,895.17400095343,2021-02-11,2021-06-30,1
SOLARb.CO,2021,2021-12-31,2022-02-10,2022-05-06,1102.9393715971,2022-02-10,2022-06-30,1
SOLARb.CO,2022,2022-12-31,2023-02-09,2023-05-02,1502.40380755608,2023-02-09,2023-06-30,1
